"x","y","state","date","id"
"41",447341.181306601,4633287.34233909,2,2015-02-10,1
"71",447375.980573051,4633308.63846834,2,2015-03-12,1
"117",447321.108264684,4633205.48010625,2,2015-04-27,1
"201",447419.24806966,4633162.80350493,2,2015-07-20,1
"286",447351.681727603,4633171.73041653,2,2015-10-13,1
"307",447369.007853392,4633164.75346272,2,2015-11-03,1
"309",447358.42857205,4633147.78057828,2,2015-11-05,1
"11",451905.30298803,4623494.47158004,2,2015-01-11,2
"21",451899.736749077,4623530.80600542,2,2015-01-21,2
"39",451883.258590122,4623491.46291833,2,2015-02-08,2
"74",451873.012949296,4623550.35843762,2,2015-03-15,2
"82",451851.677534143,4623582.9774205,2,2015-03-23,2
"126",451847.232985385,4623690.23317833,2,2015-05-06,2
"193",451846.273244309,4623696.8979893,2,2015-07-12,2
"197",451838.283054906,4623774.55330385,2,2015-07-16,2
"231",451854.26039248,4623718.7431481,2,2015-08-19,2
"356",451685.853287778,4623713.00000383,2,2015-12-22,2
"365",451682.316912112,4623730.80807681,2,2015-12-31,2
"18",447240.7901642,4629384.785188,2,2015-01-18,3
"44",447315.710133542,4629267.2327719,2,2015-02-13,3
"119",447468.509984395,4629293.1159743,2,2015-04-29,3
"1931",447600.600121939,4629268.60412383,2,2015-07-12,3
"333",447682.136956707,4629290.57236845,2,2015-11-29,3
"355",447710.790079342,4629265.74342264,2,2015-12-21,3
"34",448606.970371892,4626827.08195319,2,2015-02-03,4
"441",448564.201519508,4626777.79186429,2,2015-02-13,4
"75",448544.519057884,4626713.60972787,2,2015-03-16,4
"88",448554.784466663,4626708.08709874,2,2015-03-29,4
"3331",448686.036107786,4626806.9824123,2,2015-11-29,4
"5",451023.754599029,4626830.16421918,2,2015-01-05,5
"211",451028.343379917,4626838.39881232,2,2015-01-21,5
"23",451001.806677844,4626815.61779925,2,2015-01-23,5
"54",451114.559278122,4626930.84822429,2,2015-02-23,5
"185",451043.279459735,4626791.44100314,2,2015-07-04,5
"2311",450997.48645744,4626862.62921792,2,2015-08-19,5
"306",451005.784551691,4626821.25717856,2,2015-11-02,5
"22",449974.183694624,4629738.91758476,2,2015-01-22,6
"58",449966.033545988,4629774.22469264,2,2015-02-27,6
"80",449967.501137462,4629821.73799384,2,2015-03-21,6
"108",449928.86512683,4629953.29865648,2,2015-04-18,6
"2011",449918.361629892,4629878.22588215,2,2015-07-20,6
"205",449922.547377534,4629889.52773755,2,2015-07-24,6
"363",449893.870446378,4629739.38253209,2,2015-12-29,6
"9",448838.928794357,4629200.07147612,2,2015-01-09,7
"391",448796.646278519,4629145.80473709,2,2015-02-08,7
"111",448810.265174794,4629075.02423832,2,2015-04-21,7
"130",448808.570583041,4629094.46500268,2,2015-05-10,7
"155",448772.091568541,4629210.36909734,2,2015-06-04,7
"212",448750.482116321,4629235.59980291,2,2015-07-31,7
"216",448803.822849622,4629222.57235844,2,2015-08-04,7
"293",448729.526298769,4629185.2661245,2,2015-10-20,7
"4",447219.506523218,4632890.68077348,2,2015-01-04,8
"19",447148.195695241,4632907.81838987,2,2015-01-19,8
"25",447144.926622503,4632932.65840957,2,2015-01-25,8
"109",447366.254334248,4632813.59307375,2,2015-04-19,8
"1111",447360.197210457,4632853.13180477,2,2015-04-21,8
"113",447399.17738189,4632849.16791127,2,2015-04-23,8
"128",447231.581530083,4632799.02196384,2,2015-05-08,8
"136",447270.594201057,4632879.71004142,2,2015-05-16,8
"269",447318.25643638,4632728.42144946,2,2015-09-26,8
"294",447362.834823052,4632718.66550903,2,2015-10-21,8
"359",447385.623865021,4632774.97010932,2,2015-12-25,8
"40",448961.04621381,4631361.84548586,2,2015-02-09,9
"125",448776.368905498,4631098.8826587,2,2015-05-05,9
"175",448897.244518202,4631323.76614473,2,2015-06-24,9
"1932",448985.090117131,4631360.29954909,2,2015-07-12,9
"327",448909.710703119,4631254.56026444,2,2015-11-23,9
"352",448933.319764399,4631385.91467561,2,2015-12-18,9
"15",448050.960057969,4628968.76941063,2,2015-01-15,10
"251",448044.109725206,4628924.05277673,2,2015-01-25,10
"51",448059.234836438,4628894.84272538,2,2015-02-20,10
"1112",448056.147237403,4628884.26141592,2,2015-04-21,10
"1301",448064.574431251,4628867.80104103,2,2015-05-10,10
"157",448046.221672766,4628908.56498406,2,2015-06-06,10
"249",448064.875755774,4628960.42055472,2,2015-09-06,10
"12",447400.160775816,4627446.73991416,2,2015-01-12,11
"36",447373.235383794,4627439.29007074,2,2015-02-05,11
"43",447401.053397536,4627449.97419409,2,2015-02-12,11
"57",447387.468207006,4627414.11222077,2,2015-02-26,11
"79",447428.209082269,4627340.48369825,2,2015-03-20,11
"101",447451.871825562,4627386.36316133,2,2015-04-11,11
"1171",447440.170304279,4627468.01818686,2,2015-04-27,11
"146",447618.545055907,4627257.62103143,2,2015-05-26,11
"208",447502.304520805,4627197.31146987,2,2015-07-27,11
"257",447604.25565567,4627349.58849518,2,2015-09-14,11
"298",447529.685938679,4627384.59170006,2,2015-10-25,11
"55",447403.577001619,4633712.0763895,2,2015-02-24,12
"66",447390.089917834,4633697.12739403,2,2015-03-07,12
"115",447343.109988088,4633694.48672447,2,2015-04-25,12
"170",447381.003428938,4633731.44827364,2,2015-06-19,12
"183",447342.381814233,4633667.06733641,2,2015-07-02,12
"189",447291.172122032,4633652.10372297,2,2015-07-08,12
"322",447253.034357339,4633621.87646291,2,2015-11-18,12
"551",448918.424680015,4624582.43527985,2,2015-02-24,13
"1011",449044.65058405,4624705.25630133,2,2015-04-11,13
"124",449033.503268818,4624637.22093686,2,2015-05-04,13
"1851",449059.043972855,4624516.42732551,2,2015-07-04,13
"3071",449151.687956707,4624881.44153598,2,2015-11-03,13
"321",449149.40378235,4624899.2009959,2,2015-11-17,13
"28",450040.574802765,4623057.96114041,2,2015-01-28,14
"1012",450004.038392033,4622993.04307108,2,2015-04-11,14
"255",449924.90114251,4623117.91657986,2,2015-09-12,14
"344",449828.915621706,4623166.74527606,2,2015-12-10,14
"281",450358.548660408,4627605.18889386,2,2015-01-28,15
"411",450373.033742004,4627521.86532463,2,2015-02-10,15
"571",450338.700717236,4627632.71724291,2,2015-02-26,15
"581",450319.110118267,4627628.6912732,2,2015-02-27,15
"661",450330.024292263,4627628.93324985,2,2015-03-07,15
"140",450371.945590601,4627445.91030614,2,2015-05-20,15
"252",450461.247904178,4627503.2321324,2,2015-09-09,15
"292",450467.864354114,4627456.19160683,2,2015-10-19,15
"335",450524.769757495,4627558.41810085,2,2015-12-01,15
"38",453336.201885095,4622497.83521127,2,2015-02-07,16
"392",453322.422548448,4622483.33935388,2,2015-02-08,16
"552",453321.323816298,4622443.32976374,2,2015-02-24,16
"63",453333.470416824,4622476.12657895,2,2015-03-04,16
"104",453207.471792072,4622536.49679009,2,2015-04-14,16
"1571",453231.591262925,4622679.07989715,2,2015-06-06,16
"217",453177.238090083,4622808.50168506,2,2015-08-05,16
"32",450089.086966023,4628535.24943797,2,2015-02-01,17
"46",450092.929417613,4628547.82665314,2,2015-02-15,17
"105",450091.74642262,4628613.90999201,2,2015-04-15,17
"174",449959.90251883,4628556.90574661,2,2015-06-23,17
"2111",449884.187846675,4628500.80421414,2,2015-07-30,17
"263",449872.792807501,4628535.34568679,2,2015-09-20,17
"3271",449892.954215594,4628444.7755568,2,2015-11-23,17
"52",448798.925291105,4622444.51302666,2,2015-02-21,18
"65",448815.722662027,4622410.04600876,2,2015-03-06,18
"1281",448795.151786985,4622470.52466223,2,2015-05-08,18
"153",448814.086854701,4622458.1152667,2,2015-06-02,18
"188",448919.575280885,4622531.47437584,2,2015-07-07,18
"295",448871.236450724,4622486.9052778,2,2015-10-22,18
"302",448879.729963376,4622574.89586674,2,2015-10-29,18
"16",451088.089130811,4623135.22956198,2,2015-01-16,19
"42",451030.21767977,4623221.40908272,2,2015-02-11,19
"553",451033.028766651,4623263.56210994,2,2015-02-24,19
"64",451024.10263008,4623348.21177729,2,2015-03-05,19
"662",450984.512031112,4623344.18580934,2,2015-03-07,19
"133",451030.902268768,4623205.34364223,2,2015-05-13,19
"236",451098.300023452,4623212.56591646,2,2015-08-24,19
"2921",451188.25161939,4623041.37632519,2,2015-10-19,19
"296",451187.011515317,4623039.77424272,2,2015-10-23,19
"310",451234.017470361,4623154.86358215,2,2015-11-06,19
"345",451256.705694645,4623227.30004694,2,2015-12-11,19
"323",448188.25470288,4624148.12181056,2,2015-02-01,20
"92",448192.822939677,4624259.48779769,2,2015-04-02,20
"191",447982.08973685,4624366.88721361,2,2015-07-10,20
"221",448003.129362773,4624392.85100454,2,2015-08-09,20
"235",447996.692371557,4624456.37736373,2,2015-08-23,20
"357",448080.663346276,4624314.74075719,2,2015-12-23,20
"47",449925.80985068,4629635.43725596,2,2015-02-16,21
"572",449870.503940732,4629624.22873323,2,2015-02-26,21
"134",449886.45666326,4629510.58364868,2,2015-05-14,21
"172",450024.090865196,4629491.95542037,2,2015-06-21,21
"202",449994.418764193,4629565.28880989,2,2015-07-21,21
"213",449966.902308754,4629531.78744289,2,2015-08-01,21
"222",450013.788518357,4629546.35917493,2,2015-08-10,21
"30",445684.973262333,4632172.29926722,2,2015-01-30,22
"421",445736.581451198,4632092.9836539,2,2015-02-11,22
"196",445571.039297805,4632045.38427952,2,2015-07-15,22
"198",445606.013158781,4632064.79636463,2,2015-07-17,22
"264",445670.832398806,4632168.49693894,2,2015-09-21,22
"2931",445633.280699516,4632160.70567787,2,2015-10-20,22
"3272",445658.340528252,4632104.38643942,2,2015-11-23,22
"1",453733.587581988,4622293.48627606,2,2015-01-01,23
"112",453749.974382491,4622367.74927372,2,2015-01-11,23
"35",453681.372077476,4622470.33162177,2,2015-02-04,23
"461",453678.778061546,4622492.54047759,2,2015-02-15,23
"84",453697.974877069,4622440.52132486,2,2015-03-25,23
"150",453703.351125681,4622527.45123939,2,2015-05-30,23
"179",453687.911940503,4622540.84864304,2,2015-06-28,23
"2571",453678.537058099,4622642.00393736,2,2015-09-14,23
"121",449109.497430013,4629652.20603078,2,2015-01-12,24
"45",449127.739346193,4629641.77668144,2,2015-02-14,24
"227",449226.203913394,4629652.99704931,2,2015-08-15,24
"422",450887.71326789,4623038.53926245,2,2015-02-11,25
"431",450880.767164786,4623019.78421909,2,2015-02-12,25
"841",450982.494503376,4623013.02097346,2,2015-03-25,25
"1191",450983.927525331,4622977.22114668,2,2015-04-29,25
"290",451023.71811466,4623171.40690607,2,2015-10-17,25
"303",451040.111219412,4623181.55416929,2,2015-10-30,25
"331",451075.372565973,4623156.22266149,2,2015-11-27,25
"336",451088.776324617,4623178.12418778,2,2015-12-02,25
"351",445543.029141935,4631868.81236765,2,2015-02-04,26
"68",445576.188539879,4631817.13286625,2,2015-03-09,26
"81",445569.430643613,4631829.55381607,2,2015-03-22,26
"96",445532.663388907,4631925.32367545,2,2015-04-06,26
"1251",445523.086804313,4631941.15287554,2,2015-05-05,26
"1261",445528.099857674,4631921.79133387,2,2015-05-06,26
"131",445561.296471841,4631855.22291529,2,2015-05-11,26
"162",445516.516261829,4631920.40080534,2,2015-06-11,26
"164",445541.000503187,4631888.76977745,2,2015-06-13,26
"218",445563.030436759,4631839.77410512,2,2015-08-06,26
"250",445587.533563121,4631830.71529046,2,2015-09-07,26
"582",447322.718782096,4631798.5695178,2,2015-02-27,27
"73",447295.0574954,4631796.54615437,2,2015-03-14,27
"86",447276.902611239,4631783.35724627,2,2015-03-27,27
"114",447309.640911474,4631807.49600463,2,2015-04-24,27
"116",447329.829127257,4631801.16191265,2,2015-04-26,27
"178",447395.32042379,4631800.06134855,2,2015-06-27,27
"13",447381.801432925,4628605.33232294,2,2015-01-13,28
"573",447480.239374649,4628554.77726791,2,2015-02-26,28
"921",447498.626713697,4628590.3501679,2,2015-04-02,28
"1721",447478.378757228,4628653.00130603,2,2015-06-21,28
"1791",447442.758425159,4628643.8398165,2,2015-06-28,28
"276",447508.78584225,4628447.76070644,2,2015-10-03,28
"326",447592.660683754,4628631.269223,2,2015-11-22,28
"3561",447565.339514214,4628726.19958322,2,2015-12-22,28
"192",450361.320244867,4627700.42720055,2,2015-01-19,29
"223",450371.141102924,4627738.35762322,2,2015-01-22,29
"232",450351.550503956,4627742.38359292,2,2015-01-23,29
"24",450351.550503956,4627742.38359292,2,2015-01-24,29
"282",450356.846510701,4627776.95414838,2,2015-01-28,29
"97",450352.028134319,4627598.00282832,2,2015-04-07,29
"2351",450372.054185046,4627531.24586632,2,2015-08-23,29
"3",448502.124832966,4623310.41958031,2,2015-01-03,30
"181",448507.345539205,4623323.52712176,2,2015-01-18,30
"48",448461.048039407,4623257.14963606,2,2015-02-17,30
"49",448461.048039407,4623257.14963606,2,2015-02-18,30
"511",448461.048039407,4623257.14963606,2,2015-02-20,30
"2021",448340.498244672,4623219.55710122,2,2015-07-21,30
"209",448320.015420086,4623241.17623088,2,2015-07-28,30
"29",446147.385102468,4631483.44908507,2,2015-01-29,31
"122",446048.665777502,4631557.74473758,2,2015-05-02,31
"2312",445947.583310981,4631503.03471658,2,2015-08-19,31
"3211",446060.906038054,4631568.00352875,2,2015-11-17,31
"521",446001.240716826,4632241.77965038,2,2015-02-21,32
"801",445963.836229333,4632193.79036608,2,2015-03-21,32
"821",445994.186554177,4632219.84526547,2,2015-03-23,32
"83",446011.673484665,4632229.55130802,2,2015-03-24,32
"1113",446040.248413577,4632185.56057299,2,2015-04-21,32
"1121",446020.248413577,4632185.56057474,2,2015-04-22,32
"2271",446031.587304143,4632229.00998854,2,2015-08-15,32
"275",446043.284329203,4632115.05452526,2,2015-10-02,32
"283",446044.297314347,4632095.0801952,2,2015-10-10,32
"304",446019.606512919,4632202.65950439,2,2015-10-31,32
"91",449323.976659561,4628455.53165462,2,2015-01-09,33
"253",449298.977932243,4628470.66563517,2,2015-01-25,33
"381",449291.811519099,4628525.56894156,2,2015-02-07,33
"143",449199.73996235,4628546.62401388,2,2015-05-23,33
"1572",449145.391473516,4628532.98600259,2,2015-06-06,33
"2501",449050.225610107,4628583.56419128,2,2015-09-07,33
"118",449693.281806601,4626753.27401014,2,2015-01-11,34
"401",449792.451695659,4626753.18870257,2,2015-02-09,34
"681",449730.901873186,4626659.32733326,2,2015-03-09,34
"842",449747.399434236,4626646.74741242,2,2015-03-25,34
"203",449830.094800674,4626765.33845948,2,2015-07-22,34
"2091",449827.479048124,4626784.80991662,2,2015-07-28,34
"242",449787.87464935,4626732.03438586,2,2015-08-30,34
"254",445936.560038073,4632196.26405294,2,2015-01-25,35
"711",445879.33292547,4632204.30322863,2,2015-03-12,35
"731",445889.153794952,4632166.37280842,2,2015-03-14,35
"110",445900.250663446,4632247.84603505,2,2015-04-20,35
"1302",445936.649141961,4632188.03185963,2,2015-05-10,35
"1921",446104.877267148,4632261.07014596,2,2015-07-11,35
"214",446091.861938638,4632273.12895182,2,2015-08-02,35
"261",446051.281821153,4632356.41396005,2,2015-09-18,35
"6",450319.760282836,4627281.86441594,2,2015-01-06,36
"33",450268.259400976,4627309.14294555,2,2015-02-02,36
"93",450305.24227051,4627230.84021511,2,2015-04-03,36
"132",450318.251648205,4627251.42457803,2,2015-05-12,36
"1722",450317.210114157,4627379.19624528,2,2015-06-21,36
"2313",450268.190685575,4627539.93438331,2,2015-08-19,36
"2751",450270.138962888,4627553.48977763,2,2015-10-02,36
"361",450252.356415383,4627534.69583943,2,2015-12-27,36
"522",445419.218973008,4631978.04802812,2,2015-02-21,37
"811",445399.496081295,4632012.26105294,2,2015-03-22,37
"1211",445287.908138243,4631915.94295843,2,2015-05-01,37
"266",445345.117857281,4632282.05442833,2,2015-09-23,37
"297",445411.890487672,4632259.88307468,2,2015-10-24,37
"583",449476.450147939,4630544.77615464,2,2015-02-27,38
"741",449434.400375906,4630607.05967478,2,2015-03-15,38
"89",449454.146649656,4630602.6055791,2,2015-03-30,38
"922",449459.159696092,4630621.96712257,2,2015-04-02,38
"1161",449409.440069245,4630612.19798255,2,2015-04-26,38
"271",449297.456080986,4630490.65011888,2,2015-09-28,38
"410",451120.584731952,4626863.57463458,2,2015-01-04,39
"27",451090.367344098,4626891.38421475,2,2015-01-27,39
"663",451169.64826391,4626971.4172533,2,2015-03-07,39
"72",451181.619434202,4626979.30437251,2,2015-03-13,39
"1091",451267.090297374,4626837.14824705,2,2015-04-19,39
"1122",451245.074713478,4626876.89194473,2,2015-04-22,39
"1162",451239.091313216,4626855.97362554,2,2015-04-26,39
"159",451197.653341705,4626968.85963287,2,2015-06-08,39
"2051",451269.351889456,4626989.18534896,2,2015-07-24,39
"2081",451270.3648746,4626969.21101891,2,2015-07-27,39
"2502",451268.403769241,4627060.80970094,2,2015-09-07,39
"330",451117.638794013,4627129.59762113,2,2015-11-26,39
"523",453531,4622610,2,2015-02-21,40
"961",453531,4622610,2,2015-04-06,40
"1252",453531,4622610,2,2015-05-05,40
"2551",453531,4622610,2,2015-09-12,40
"259",453531,4622610,2,2015-09-16,40
"17",446736.042820957,4630941.44024709,2,2015-01-17,41
"194",446737.055798957,4630961.41457751,2,2015-01-19,41
"791",446750.620989779,4630762.17628756,2,2015-03-20,41
"149",446743.460607954,4630741.78074022,2,2015-05-29,41
"2541",446842.561248116,4630638.9306517,2,2015-09-11,41
"301",446748.81670102,4630738.92325871,2,2015-10-28,41
"3041",446748.81670102,4630738.92325871,2,2015-10-31,41
"524",445860.2376717,4631977.01493788,2,2015-02-21,42
"682",445808.895831744,4632023.98206621,2,2015-03-09,42
"812",445798.861140339,4632032.16116212,2,2015-03-22,42
"1262",445817.799897946,4632120.47417008,2,2015-05-06,42
"2511",445771.488519814,4632289.48166881,2,2015-09-08,42
"2951",445736.566641583,4632411.10802766,2,2015-10-22,42
"241",449050.936117469,4624044.44172373,2,2015-01-24,43
"69",449029.435135374,4624138.47894943,2,2015-03-10,43
"129",449050.984592232,4624080.04739476,2,2015-05-09,43
"167",449009.082878639,4624051.31791129,2,2015-06-16,43
"2092",448954.04350246,4624136.36067869,2,2015-07-28,43
"338",448996.104004222,4624039.94178175,2,2015-12-04,43
"37",447405.4957875,4632944.94523945,2,2015-02-06,44
"50",447337.014136068,4632958.73455834,2,2015-02-19,44
"53",447323.230861043,4632946.90200619,2,2015-02-22,44
"1241",447334.391428261,4632846.08344376,2,2015-05-04,44
"2512",447302.847839881,4632944.34803896,2,2015-09-08,44
"268",447282.053136631,4632892.68174547,2,2015-09-25,44
"3441",447216.601403618,4632870.71024282,2,2015-12-10,44
"7",445272.074304942,4631938.40522552,2,2015-01-07,45
"215",445284.555643938,4631956.35136623,2,2015-01-21,45
"651",445539.879940509,4631977.91933728,2,2015-03-06,45
"931",445580.141496067,4631950.04755886,2,2015-04-03,45
"103",445561.235322019,4631920.49729595,2,2015-04-13,45
