"x","y","state","date","id"
"32",450027.826055558,4625304.3936268,2,2015-02-01,1
"33",450007.826055558,4625304.39362855,2,2015-02-02,1
"164",450036.93658972,4625190.18500372,2,2015-06-13,1
"261",449981.95968109,4625322.57232669,2,2015-09-18,1
"311",449937.843991182,4625264.52440904,2,2015-11-07,1
"38",450600.931603789,4623949.91944315,2,2015-02-07,2
"95",450628.260142469,4624053.45743566,2,2015-04-05,2
"14",450156.325617768,4628702.05329239,2,2015-01-14,3
"181",450086.241767535,4628744.10787709,2,2015-06-30,3
"3111",450085.714359306,4628766.10217117,2,2015-11-07,3
"208",451415.188085171,4624067.4839059,2,2015-07-27,4
"223",451414.203353106,4624046.4695443,2,2015-08-11,4
"224",451414.203353106,4624046.4695443,2,2015-08-12,4
"225",451414.203353106,4624046.4695443,2,2015-08-13,4
"74",450711.176971101,4623297.76961448,2,2015-03-15,5
"165",450675.061991357,4623203.10261089,2,2015-06-14,5
"166",450675.061991357,4623203.10261089,2,2015-06-15,5
"282",450905.17241036,4623336.38462512,2,2015-10-09,5
"283",450924.255194488,4623342.37189077,2,2015-10-10,5
"284",450943.337978616,4623348.35915642,2,2015-10-11,5
"295",451029.480409943,4623330.60485525,2,2015-10-22,5
"316",451047.714215832,4623335.95783943,2,2015-11-12,5
"124",446114.828709494,4631554.39331111,2,2015-05-04,6
"273",446026.864632663,4631555.84502236,2,2015-09-30,6
"274",446026.864632663,4631555.84502236,2,2015-10-01,6
"65",450671.005016743,4626786.83602103,2,2015-03-06,7
"90",450639.564924662,4626822.24632757,2,2015-03-31,7
"138",450655.811975004,4626915.27986886,2,2015-05-18,7
"153",450688.160432429,4626909.98073526,2,2015-06-02,7
"104",445340.627821363,4632026.61255791,2,2015-04-14,8
"105",445340.627821363,4632026.61255791,2,2015-04-15,8
"106",445340.627821363,4632026.61255791,2,2015-04-16,8
"107",445340.627821363,4632026.61255791,2,2015-04-17,8
"110",445375.700371935,4632011.56174485,2,2015-04-20,8
"111",445375.700371935,4632011.56174485,2,2015-04-21,8
"112",445375.700371935,4632011.56174485,2,2015-04-22,8
"113",445375.700371935,4632011.56174485,2,2015-04-23,8
"182",445520.104396533,4631962.34501478,2,2015-07-01,8
"260",445702.318558359,4631984.70183011,2,2015-09-17,8
"296",445765.500408701,4631935.07037756,2,2015-10-23,8
"350",445798.959603179,4631876.19957843,2,2015-12-16,8
"11",446269.459883603,4630803.35842218,2,2015-01-11,9
"12",446288.542668801,4630797.37115995,2,2015-01-12,9
"216",446226.14613334,4631033.45573681,2,2015-08-04,9
"234",446246.313099678,4631019.26433635,2,2015-08-22,9
"235",446246.313099678,4631019.26433635,2,2015-08-23,9
"236",446246.313099678,4631019.26433635,2,2015-08-24,9
"255",446207.253204052,4631046.3898266,2,2015-09-12,9
"267",446185.036701896,4631094.75847516,2,2015-09-24,9
"343",446340.109207038,4631186.6358912,2,2015-12-09,9
"178",445607.642014751,4632135.49624691,2,2015-06-27,10
"196",449204.44856422,4624350.66690357,2,2015-07-15,11
"309",449264.385348835,4624273.11529552,2,2015-11-05,11
"310",449264.385348835,4624273.11529552,2,2015-11-06,11
"22",447403.972204025,4628543.5947447,2,2015-01-22,12
"54",447568.720482789,4628624.85606883,2,2015-02-23,12
"55",447587.803267988,4628618.86880659,2,2015-02-24,12
"1061",447622.2357597,4628683.96139424,2,2015-04-16,12
"1071",447615.289647653,4628702.71643429,2,2015-04-17,12
"1131",447586.870333421,4628696.0267677,2,2015-04-23,12
"114",447573.090996775,4628681.53091031,2,2015-04-24,12
"173",447671.594263889,4628588.64580741,2,2015-06-22,12
"174",447671.594263889,4628588.64580741,2,2015-06-23,12
