"x","y","state","date","id"
"13",448615.335077066,4630138.15089457,2,2015-01-13,1
"17",448616.618033279,4630113.66825753,2,2015-01-17,1
"31",448624.635348725,4630030.13599995,2,2015-01-31,1
"68",448644.161167599,4630037.52697465,2,2015-03-09,1
"72",448637.215064494,4630018.77193128,2,2015-03-13,1
"100",448673.090007129,4629964.18083233,2,2015-04-10,1
"115",448675.719350892,4629989.40890467,2,2015-04-25,1
"268",448804.626297832,4629893.5200997,2,2015-09-25,1
"345",448911.370184965,4629892.44233128,2,2015-12-11,1
"7",446692.403940029,4630265.97804612,2,2015-01-07,2
"9",446692.403940029,4630265.97804612,2,2015-01-09,2
"50",446604.035303475,4630446.70606261,2,2015-02-19,2
"94",446637.792989441,4630379.57530829,2,2015-04-04,2
"130",446656.149305802,4630485.39568642,2,2015-05-10,2
"173",446617.907241642,4630559.5915483,2,2015-06-22,2
"175",446607.932567699,4630598.11595386,2,2015-06-24,2
"196",446651.286059519,4630569.35516954,2,2015-07-15,2
"252",446681.296182324,4630580.1431722,2,2015-09-09,2
"344",446589.55258177,4630804.81378699,2,2015-12-10,2
"6",450224.948693298,4625586.98831741,2,2015-01-06,3
"37",450204.676438547,4625568.72636054,2,2015-02-06,3
"44",450180.137043998,4625503.73762394,2,2015-02-13,3
"57",450112.40470876,4625572.24587601,2,2015-02-26,3
"157",450167.160217788,4625545.51988459,2,2015-06-06,3
"163",450254.720457372,4625598.53583101,2,2015-06-12,3
"250",450166.314041,4625563.43489131,2,2015-09-07,3
"34",447005.935817507,4632946.04436584,2,2015-02-03,4
"36",446999.798782081,4632922.3417345,2,2015-02-05,4
"59",446952.577941534,4632928.22255652,2,2015-02-28,4
"116",447088.643081412,4632771.21256125,2,2015-04-26,4
"191",447057.178902299,4632776.28531414,2,2015-07-10,4
"209",447085.73311249,4632770.03409862,2,2015-07-28,4
"30",448886.888173047,4625820.44117211,2,2015-01-30,5
"75",448888.229848884,4625815.97515051,2,2015-03-16,5
"77",448881.283736836,4625834.73019056,2,2015-03-18,5
"87",448875.713300267,4625743.26607353,2,2015-03-28,5
"135",448859.244289645,4625881.75773388,2,2015-05-15,5
