"x","y","state","date","id"
"17",446583.877307452,4632073.30787537,2,2015-01-17,1
"108",446574.023137444,4632020.47110768,2,2015-04-18,1
"181",446487.505995443,4631962.37710669,2,2015-06-30,1
"224",446596.492849832,4631952.89125388,2,2015-08-12,1
"319",446653.986505691,4631940.29229648,2,2015-11-15,1
"335",446628.212914711,4631897.32957184,2,2015-12-01,1
"340",446643.046837553,4631840.03760996,2,2015-12-06,1
"98",450045.942232982,4622894.19702281,2,2015-04-08,2
"148",450043.803071459,4622835.95869769,2,2015-05-28,2
"273",449840.838802717,4622934.39724419,2,2015-09-30,2
"330",449862.963185865,4622865.41253145,2,2015-11-26,2
"16",448623.882204695,4624163.04896249,2,2015-01-16,3
"22",448616.575063915,4624129.9626557,2,2015-01-22,3
"29",448623.543652785,4624110.16326034,2,2015-01-29,3
"33",448634.355374905,4624048.83179537,2,2015-02-02,3
"70",448617.165767471,4624046.33734662,2,2015-03-11,3
"166",448701.431443881,4624142.65654829,2,2015-06-15,3
"197",448597.538531803,4624108.00389436,2,2015-07-16,3
"286",448655.532139444,4624312.49854761,2,2015-10-13,3
"307",448659.585416485,4624298.39647644,2,2015-11-03,3
"1",448702,4630771,2,2015-01-01,4
"46",448650.99394441,4630740.56686325,2,2015-02-15,4
"60",448616.943565525,4630734.41733337,2,2015-03-01,4
"63",448626.969658397,4630773.1404203,2,2015-03-04,4
"134",448580.850364301,4630712.28272437,2,2015-05-14,4
"177",448564.595933951,4630686.69134025,2,2015-06-26,4
"192",448573.456325186,4630704.86803183,2,2015-07-11,4
"215",448571.687402007,4630662.54721926,2,2015-08-03,4
"221",448588.837120522,4630706.65106843,2,2015-08-09,4
"256",448585.174344568,4630802.8947091,2,2015-09-13,4
"52",448758.061186753,4624177.33111878,2,2015-02-21,5
"62",448809.930792957,4624137.08125934,2,2015-03-03,5
"92",448838.984286181,4624128.10166436,2,2015-04-02,5
"170",448798.822919692,4624133.26718113,2,2015-06-19,5
"182",448837.201910312,4624112.77572456,2,2015-07-01,5
"1921",448898.517283393,4624095.2122316,2,2015-07-11,5
"1971",448916.004217352,4624085.5061953,2,2015-07-16,5
"279",448974.738354243,4624093.92917491,2,2015-10-06,5
"306",448985.389338817,4624102.4440466,2,2015-11-02,5
"320",448902.888819722,4624095.56554525,2,2015-11-16,5
"28",449959.368192739,4629541.15594167,2,2015-01-28,6
"331",449967.339157371,4629515.23472227,2,2015-02-02,6
"107",449872.824999267,4629661.66835516,2,2015-04-17,6
"54",447785.101967189,4623875.90359273,2,2015-02-23,7
"631",447766.545095937,4623840.98261168,2,2015-03-04,7
"211",447763.268221766,4623564.42868735,2,2015-07-30,7
"310",447746.563250021,4623566.17244537,2,2015-11-06,7
"326",447799.945316605,4623572.9049825,2,2015-11-22,7
"48",449229.270443738,4628184.48007008,2,2015-02-17,8
"71",449258.578433147,4628240.2709385,2,2015-03-12,8
"266",449207.513504837,4628148.1379192,2,2015-09-23,8
"289",449199.488850323,4628124.51516862,2,2015-10-16,8
"329",449217.571624502,4628088.57161932,2,2015-11-25,8
"49",446205.833553268,4631149.3955957,2,2015-02-18,9
"128",446285.060036263,4631077.08587533,2,2015-05-08,9
"143",446305.336912245,4631054.9112871,2,2015-05-23,9
"206",446214.437740863,4631070.0085974,2,2015-07-25,9
"222",446203.47702238,4630968.99436072,2,2015-08-10,9
"262",446295.851496854,4630896.20048178,2,2015-09-19,9
"305",446234.112317909,4630979.17800459,2,2015-11-01,9
"346",446148.959184421,4630979.76754001,2,2015-12-12,9
"353",446153.218562688,4631007.63767755,2,2015-12-19,9
"7",449170.875941186,4624555.81347331,2,2015-01-07,10
"18",449207.634027777,4624467.57807775,2,2015-01-18,10
"23",449205.865275467,4624492.21313113,2,2015-01-23,10
"1341",449140.077969961,4624757.60651333,2,2015-05-14,10
"3101",449082.221849451,4624592.68639302,2,2015-11-06,10
"313",449059.708779939,4624602.39243907,2,2015-11-09,10
"38",449325.885336419,4630384.19197386,2,2015-02-07,11
"58",449329.026362079,4630339.92018616,2,2015-02-27,11
"84",449373.850032336,4630203.73111794,2,2015-03-25,11
"88",449387.69030185,4630205.75448559,2,2015-03-29,11
"155",449377.873843073,4630311.68402083,2,2015-06-04,11
"164",449369.336678087,4630393.54284479,2,2015-06-13,11
"225",449290.189082379,4630350.49757622,2,2015-08-13,11
"3461",449361.897125786,4630317.0040242,2,2015-12-12,11
"601",448600.957830111,4629119.22385005,2,2015-03-01,12
"67",448598.423045679,4629056.26981256,2,2015-03-08,12
"129",448591.055578606,4629043.86594334,2,2015-05-09,12
"140",448600.67632552,4629052.95919599,2,2015-05-20,12
"186",448645.124713995,4628957.20163894,2,2015-07-05,12
"1972",448717.195489073,4628971.18029337,2,2015-07-16,12
"203",448746.210915854,4628995.66821134,2,2015-07-22,12
"235",448741.006658364,4629014.06993332,2,2015-08-23,12
"261",448748.349667071,4628944.27072737,2,2015-09-18,12
"293",448746.82056869,4628888.36920259,2,2015-10-20,12
"295",448746.82056869,4628888.36920259,2,2015-10-22,12
"332",448814.655496109,4628828.77368136,2,2015-11-28,12
"337",448812.271264786,4628792.86150281,2,2015-12-03,12
"11",448500.315658755,4630155.49483426,2,2015-01-11,13
"291",448601.106182438,4630196.6692047,2,2015-01-29,13
