"x","y","state","date","id"
"5",450629.999981516,4627012.22131516,2,2015-01-05,1
"60",450652.532597795,4626937.96250068,2,2015-03-01,1
"69",450684.323337583,4626936.11000302,2,2015-03-10,1
"88",450685.271383114,4626894.45100947,2,2015-03-29,1
"119",450675.281222152,4626740.06704596,2,2015-04-29,1
"130",450708.960597463,4626819.53922743,2,2015-05-10,1
"170",450720.731577282,4626829.85017117,2,2015-06-19,1
"225",450820.236374693,4626774.91168754,2,2015-08-13,1
"228",450781.131769894,4626771.2837528,2,2015-08-16,1
"257",450790.500710029,4626827.96589352,2,2015-09-14,1
"269",450763.956237064,4626812.10800096,2,2015-09-26,1
"304",450841.60087184,4626787.75501584,2,2015-10-31,1
"3",448239.541392599,4623644.00636888,2,2015-01-03,2
"65",448316.408856075,4623732.23536285,2,2015-03-06,2
"1301",448140.037605392,4623716.4965455,2,2015-05-10,2
"168",447954.780684766,4623741.64914794,2,2015-06-17,2
"231",447872.360312643,4623721.26261813,2,2015-08-19,2
"251",447932.516139465,4623675.83665369,2,2015-09-08,2
"2571",447916.167192572,4623653.43235013,2,2015-09-14,2
"57",450921.10047418,4623995.85982506,2,2015-02-26,3
"73",450885.164779078,4624099.15087105,2,2015-03-14,3
"238",451077.285867675,4624116.65565299,2,2015-08-26,3
"279",451077.536128333,4624116.20498,2,2015-10-06,3
"289",451053.12123192,4624120.84944397,2,2015-10-16,3
"325",450943.595557381,4624104.87879007,2,2015-11-21,3
"327",450943.595557381,4624104.87879007,2,2015-11-23,3
"10",449932.478684633,4622818.86917554,2,2015-01-10,4
"53",449780.023398774,4622743.13014399,2,2015-02-22,4
"140",449711.096981408,4622793.03562432,2,2015-05-20,4
"191",449787.51052321,4622699.35848534,2,2015-07-10,4
"202",449765.331391054,4622727.43923703,2,2015-07-21,4
"241",449763.393602039,4622826.99917326,2,2015-08-29,4
"255",449723.489886602,4622772.83822627,2,2015-09-12,4
"275",449639.052043665,4622743.60597559,2,2015-10-02,4
"326",449627.748397211,4622703.40872793,2,2015-11-22,4
"334",449619.195067822,4622760.33027068,2,2015-11-30,4
"336",449636.810836499,4622724.41809038,2,2015-12-02,4
"29",448761.675324655,4630439.57983562,2,2015-01-29,5
"98",448730.918266744,4630599.91436001,2,2015-04-08,5
"144",448866.108763075,4630564.15128111,2,2015-05-24,5
"161",448870.432653158,4630559.51813263,2,2015-06-10,5
"252",448664.068280613,4630528.04322347,2,2015-09-09,5
"347",448672.055620014,4630595.88350375,2,2015-12-13,5
"104",448475.534372919,4629010.3681292,2,2015-04-14,6
"106",448475.534372919,4629010.3681292,2,2015-04-16,6
"134",448577.536929796,4628966.16980493,2,2015-05-14,6
"206",448470.555746979,4628890.98017127,2,2015-07-25,6
"2751",448465.05496174,4628864.26293584,2,2015-10-02,6
"341",448459.749022159,4628697.57434481,2,2015-12-07,6
"101",449358.287485714,4629235.99975554,2,2015-01-10,7
"70",449347.559192004,4629259.40502851,2,2015-03-11,7
"72",449361.380129702,4629222.08739668,2,2015-03-13,7
"242",449248.918460112,4629280.62245997,2,2015-08-30,7
"256",449238.02657924,4629287.62404951,2,2015-09-13,7
"332",449263.446140579,4629274.54826349,2,2015-11-28,7
"344",449248.198824948,4629327.1906378,2,2015-12-10,7
"14",448183.646647932,4628894.34947635,2,2015-01-14,8
"601",448114.399165606,4628982.73043002,2,2015-03-01,8
"83",448223.191421027,4629007.49072837,2,2015-03-24,8
"1011",448255.687837202,4629034.43441103,2,2015-04-11,8
"250",448251.743338227,4629250.33236716,2,2015-09-07,8
"262",448267.661261317,4629251.15224898,2,2015-09-19,8
"270",448236.51180414,4629301.12691101,2,2015-09-27,8
"721",447785.773708924,4630017.46335424,2,2015-03-13,9
"107",447866.202495033,4629966.46868452,2,2015-04-17,9
"120",447855.561299746,4629942.97390516,2,2015-04-30,9
"160",447884.636792561,4629995.36214352,2,2015-06-09,9
"186",447836.91534588,4629896.44798804,2,2015-07-05,9
"232",447870.284334526,4629782.70116759,2,2015-08-20,9
"2511",447908.157808437,4629871.93382343,2,2015-09-08,9
"260",447935.026548836,4629896.75714098,2,2015-09-17,9
"2791",447907.857104468,4629861.48298642,2,2015-10-06,9
"312",447904.775410724,4629806.36773498,2,2015-11-08,9
"318",447918.030516546,4629770.57789098,2,2015-11-14,9
"345",447857.173819411,4629809.10771822,2,2015-12-11,9
"48",446042.918451748,4632183.98394244,2,2015-02-17,10
"571",446064.439752981,4632268.71438418,2,2015-02-26,10
"127",446000.331631708,4632261.61384748,2,2015-05-07,10
"200",445939.974768699,4632228.42696695,2,2015-07-19,10
"226",445959.494191133,4632221.71861999,2,2015-08-14,10
"2701",446054.245648959,4632364.975629,2,2015-09-27,10
"278",446130.936471748,4632395.87196174,2,2015-10-05,10
"322",446145.73713999,4632405.65254757,2,2015-11-18,10
"25",449186.86972989,4622971.76655177,2,2015-01-25,11
"1012",449183.538143063,4622942.12097257,2,2015-04-11,11
"224",449219.128273449,4622858.59133814,2,2015-08-12,11
"110",450058.617013588,4629486.16664076,2,2015-04-20,12
"175",450220.718374339,4629616.81209848,2,2015-06-24,12
"185",450303.51444726,4629671.16967347,2,2015-07-04,12
"201",450265.19161385,4629688.77356573,2,2015-07-20,12
"221",450291.013132135,4629692.4789432,2,2015-08-09,12
"249",450243.907437358,4629699.80216521,2,2015-09-06,12
"351",450112.757837486,4629693.70870042,2,2015-12-17,12
"16",449377.965097223,4628072.79622903,2,2015-01-16,13
"114",449311.187528198,4628039.32633995,2,2015-04-24,13
"1341",449313.950977937,4627954.49401414,2,2015-05-14,13
"195",449322.304689491,4628023.04897654,2,2015-07-14,13
"237",449299.044839492,4628183.98341582,2,2015-08-25,13
"309",449256.070096368,4628297.32703691,2,2015-11-05,13
"3181",449252.991727274,4628237.2147112,2,2015-11-14,13
"481",448911.070891007,4628237.41932391,2,2015-02-17,14
"2211",448880.970084716,4628287.50372479,2,2015-08-09,14
"335",448874.100933147,4628317.11464228,2,2015-12-01,14
"340",448875.165353013,4628298.56456452,2,2015-12-06,14
"15",453838.726259735,4622441.30484094,2,2015-01-15,15
"61",453873.799340224,4622394.8660625,2,2015-03-02,15
"129",453916.597797178,4622376.87244578,2,2015-05-09,15
"153",453924.015587877,4622384.30488592,2,2015-06-02,15
"77",450398.357416937,4629221.35586263,2,2015-03-18,16
"91",450402.353787428,4629230.19590215,2,2015-04-01,16
"99",450422.163684091,4629230.73439799,2,2015-04-09,16
"113",450367.66237605,4629320.93886016,2,2015-04-23,16
"155",450181.168187032,4629411.13104714,2,2015-06-04,16
"244",450061.038511416,4629471.05095,2,2015-09-01,16
"2491",450053.741289069,4629495.50376403,2,2015-09-06,16
