"x","y","state","date","id"
"10",449378.692953082,4628408.72626025,2,2015-01-10,1
"12",449371.746841034,4628427.4813003,2,2015-01-12,1
"118",449409.757730946,4628416.1714145,2,2015-04-28,1
"344",449514.210185217,4628555.91600672,2,2015-12-10,1
"5",446779.660886562,4630575.08787057,2,2015-01-05,2
"6",446779.660886562,4630575.08787057,2,2015-01-06,2
"51",446659.688489559,4630639.06895303,2,2015-02-20,2
"54",446669.509347616,4630676.9993757,2,2015-02-23,2
"121",446715.2048984,4630558.39328185,2,2015-05-01,2
"127",446680.627345868,4630581.78079676,2,2015-05-07,2
"284",446692.545708814,4630499.75314353,2,2015-10-11,2
"101",448707.588759723,4628766.71025063,2,2015-01-10,3
"24",448737.678093258,4628772.25469918,2,2015-01-24,3
"84",448832.562429352,4628670.38614231,2,2015-03-25,3
"85",448832.562429352,4628670.38614231,2,2015-03-26,3
"256",448866.988676336,4628300.3621092,2,2015-09-13,3
"264",448842.919465949,4628283.97300149,2,2015-09-21,3
"266",448835.973362844,4628265.21795813,2,2015-09-23,3
"309",448854.129645544,4628237.60445798,2,2015-11-05,3
"338",448862.549610712,4628160.38979178,2,2015-12-04,3
"38",451339.927581993,4623594.40710157,2,2015-02-07,4
"52",451297.969172431,4623525.11315572,2,2015-02-21,4
"81",451293.281896396,4623388.47380277,2,2015-03-22,4
"126",451287.438142306,4623423.53581677,2,2015-05-06,4
"175",451255.919834856,4623491.13839251,2,2015-06-24,4
"249",451290.000699603,4623506.65321528,2,2015-09-06,4
"259",451269.290752415,4623480.55560899,2,2015-09-16,4
"297",451278.36826481,4623421.08110906,2,2015-10-24,4
"362",451117.367306692,4623346.00080471,2,2015-12-28,4
"4",447336.047915282,4623067.67440456,2,2015-01-04,5
"7",447351.087068438,4623048.31286468,2,2015-01-07,5
"32",447313.24262371,4623043.88549792,2,2015-02-01,5
"49",447320.281626146,4623103.19570222,2,2015-02-18,5
"511",447320.281626146,4623103.19570222,2,2015-02-20,5
"541",447320.281626146,4623103.19570222,2,2015-02-23,5
"76",447411.570014462,4623082.86194082,2,2015-03-17,5
"89",447357.197933987,4623144.0813578,2,2015-03-30,5
"137",447469.952186833,4623118.65985288,2,2015-05-17,5
"165",447503.853172987,4623113.2805342,2,2015-06-14,5
"325",447655.945219369,4623295.30302392,2,2015-11-21,5
"340",447716.449256154,4623315.53969448,2,2015-12-06,5
"13",445533.157102326,4631342.86464983,2,2015-01-13,6
"27",445492.351735184,4631397.43576346,2,2015-01-27,6
"56",445483.355127939,4631401.97727361,2,2015-02-25,6
"60",445485.447149945,4631404.17807794,2,2015-03-01,6
"187",445476.998260989,4631531.95692445,2,2015-07-06,6
"218",445429.806422575,4631576.00498585,2,2015-08-06,6
"236",445355.737057741,4631664.10916084,2,2015-08-24,6
"23",450509.642866045,4626704.12287799,2,2015-01-23,7
"69",450505.269375703,4626695.60752874,2,2015-03-10,7
"80",450510.817266559,4626707.2642251,2,2015-03-21,7
"841",450493.088448824,4626674.57906129,2,2015-03-25,7
"128",450473.418181811,4626594.00830752,2,2015-05-08,7
"129",450493.315568045,4626596.03167626,2,2015-05-09,7
"156",450471.407569602,4626570.28825666,2,2015-06-05,7
"226",450634.975200606,4626735.49987105,2,2015-08-14,7
"28",451179.929573115,4623195.24248357,2,2015-01-28,8
"58",451238.006953814,4623158.05501255,2,2015-02-27,8
"61",451220.032909814,4623198.00367513,2,2015-03-02,8
"1011",451217.669746329,4623096.72513683,2,2015-04-11,8
"174",451166.142944197,4622931.38962106,2,2015-06-23,8
"235",451264.595929683,4622904.371401,2,2015-08-23,8
"330",451164.745582538,4622949.88404089,2,2015-11-26,8
"332",451202.911152935,4622937.90951642,2,2015-11-28,8
"62",449353.861772291,4629534.7989499,2,2015-01-06,9
"29",449288.078265852,4629512.62872219,2,2015-01-29,9
"75",449292.729793915,4629550.90369955,2,2015-03-16,9
