"x","y","state","date","id"
"13",453133.172849354,4623095.60228546,2,2015-01-13,1
"84",453182.493330453,4622986.67617158,2,2015-03-25,1
"171",453161.870044308,4622866.60093386,2,2015-06-20,1
"192",453126.242108679,4622876.47083855,2,2015-07-11,1
"194",453112.462772033,4622861.97498116,2,2015-07-13,1
"238",453088.226235614,4622944.71478364,2,2015-08-26,1
"283",453098.783998973,4622991.43250739,2,2015-10-10,1
"353",453147.260928245,4622904.59723392,2,2015-12-19,1
"24",449190.117797657,4624423.7004977,2,2015-01-24,2
"67",449190.922609351,4624505.58896454,2,2015-03-08,2
"140",449199.215772285,4624274.25160686,2,2015-05-20,2
"212",449224.031407414,4624261.09870525,2,2015-07-31,2
"222",449260.160288024,4624303.28595574,2,2015-08-10,2
"225",449250.185630094,4624264.76154578,2,2015-08-13,2
"228",449265.360792516,4624277.78899547,2,2015-08-16,2
"318",449392.066318517,4624360.47316787,2,2015-11-14,2
"334",449350.042874283,4624321.80571565,2,2015-11-30,2
"361",449415.592203539,4624322.08307255,2,2015-12-27,2
"1941",448979.341018637,4622770.8175992,2,2015-07-13,3
"216",448903.650223635,4622748.00164089,2,2015-08-04,3
"2251",448880.304583647,4622765.49894426,2,2015-08-13,3
"311",448931.530128226,4622604.83457041,2,2015-11-07,3
"346",448906.943133584,4622610.96666771,2,2015-12-12,3
"6",449050.70864155,4623006.60596787,2,2015-01-06,4
"50",449027.008040861,4622959.19088333,2,2015-02-19,4
"78",448937.980025071,4622933.98561562,2,2015-03-19,4
"841",449013.396422202,4622930.2823049,2,2015-03-25,4
"106",449028.83765965,4622914.44018298,2,2015-04-16,4
"123",449028.037948168,4622888.83819239,2,2015-05-03,4
"1711",448944.054958535,4622917.04320305,2,2015-06-20,4
"284",448981.243956926,4622867.92660937,2,2015-10-11,4
"286",449021.038729395,4622871.97334683,2,2015-10-13,4
"314",448977.301806057,4622710.3417799,2,2015-11-10,4
"12",447313.475781325,4633650.80602934,2,2015-01-12,5
"15",447275.506026252,4633638.89294224,2,2015-01-15,5
"43",447322.221594729,4633682.32877913,2,2015-02-12,5
