"x","y","state","date","id"
"35",445314.945904134,4631784.02074222,2,2015-02-04,1
"36",445314.945904134,4631784.02074222,2,2015-02-05,1
"64",445457.273748858,4631734.56665487,2,2015-03-05,1
"133",445500.537551126,4631720.63711577,2,2015-05-13,1
"134",445484.122283078,4631732.06248119,2,2015-05-14,1
"207",445518.106184918,4631817.41428735,2,2015-07-26,1
"208",445507.526899529,4631834.38716927,2,2015-07-27,1
"197",447725.446621183,4629454.49537087,2,2015-07-16,2
"269",447673.059723662,4629520.1105324,2,2015-09-26,2
"270",447690.54665415,4629529.81657496,2,2015-09-27,2
"274",447661.054924189,4629559.41478985,2,2015-10-01,2
"275",447644.639656141,4629570.84015527,2,2015-10-02,2
"334",447566.274871874,4629596.03212371,2,2015-11-30,2
"228",449049.6464682,4631275.54397555,2,2015-08-16,3
"229",449042.700365095,4631256.78893219,2,2015-08-17,3
"230",449035.754261991,4631238.03388882,2,2015-08-18,3
"332",448937.590527397,4631205.65535961,2,2015-11-28,3
"348",449065.375914559,4631224.05750547,2,2015-12-14,3
"149",448321.954611868,4624345.65836698,2,2015-05-29,4
"150",448321.954611868,4624345.65836698,2,2015-05-30,4
"227",448331.014683479,4624339.59851026,2,2015-08-15,4
"235",448343.163267092,4624321.39886294,2,2015-08-23,4
"257",448229.18280911,4624333.84981308,2,2015-09-14,4
"258",448210.803653004,4624341.73693048,2,2015-09-15,4
"352",448185.559150833,4624431.57791768,2,2015-12-18,4
"353",448185.559150833,4624431.57791768,2,2015-12-19,4
"96",447563.209710284,4628833.07450676,2,2015-04-06,5
"113",447591.632049966,4628848.42899136,2,2015-04-23,5
"114",447581.052764577,4628865.40187328,2,2015-04-24,5
"115",447578.024202682,4628885.17123879,2,2015-04-25,5
"116",447574.995640786,4628904.9406043,2,2015-04-26,5
"117",447571.967078891,4628924.70996982,2,2015-04-27,5
"223",447546.031462866,4628621.55085073,2,2015-08-11,5
"15",449025.560306199,4623607.32059196,2,2015-01-15,6
"16",449025.560306199,4623607.32059196,2,2015-01-16,6
"50",449011.419796859,4623604.72386523,2,2015-02-19,6
"215",449146.15855223,4623630.40877135,2,2015-08-03,6
