"x","y","state","date","id"
"4",448090.841437316,4624618.05423112,2,2015-01-04,1
"5",448090.841437316,4624618.05423112,2,2015-01-05,1
"126",447973.36359927,4624514.84144108,2,2015-05-06,1
"127",447953.773000301,4624518.86741078,2,2015-05-07,1
"128",447935.393844196,4624526.75452818,2,2015-05-08,1
"170",447947.458740709,4624633.21791317,2,2015-06-19,1
"206",448006.484731995,4624549.75541111,2,2015-07-25,1
"207",448011.497785355,4624530.39386943,2,2015-07-26,1
"208",448016.510838716,4624511.03232776,2,2015-07-27,1
"209",448028.752959394,4624495.21681382,2,2015-07-28,1
"210",448043.928123369,4624482.18936593,2,2015-07-29,1
"223",447573.904597903,4629567.3583906,2,2015-08-11,2
"224",447578.917644339,4629586.71993406,2,2015-08-12,2
"225",447583.930690775,4629606.08147753,2,2015-08-13,2
"267",447681.50729973,4629538.49559454,2,2015-09-24,2
"323",447566.197831612,4629427.92652299,2,2015-11-19,2
"361",447517.512754317,4629432.12621067,2,2015-12-27,2
"362",447514.484199492,4629412.35684407,2,2015-12-28,2
"363",447515.497184635,4629392.38251402,2,2015-12-29,2
"364",447516.510169779,4629372.40818396,2,2015-12-30,2
"169",448942.370801641,4628684.36665018,2,2015-06-18,3
"191",448951.600592267,4628600.35343971,2,2015-07-10,3
"28",446690.516314232,4631615.75007444,2,2015-01-28,4
"29",446690.516314232,4631615.75007444,2,2015-01-29,4
"135",448837.642044368,4628382.53721114,2,2015-05-15,5
"247",448865.485032297,4628527.54434793,2,2015-09-04,5
"248",448849.069764249,4628516.11898251,2,2015-09-05,5
"87",448970.55990726,4629693.22897559,2,2015-03-28,6
"88",448970.55990726,4629693.22897559,2,2015-03-29,6
"189",449004.00432266,4629462.14211147,2,2015-07-08,6
"15",449843.356559783,4627083.10323222,2,2015-01-15,7
"72",449932.826145673,4627161.19713957,2,2015-03-13,7
"82",449908.051977774,4627148.16968904,2,2015-03-23,7
"94",449887.114802052,4627109.21728252,2,2015-04-04,7
"255",449881.814872829,4627044.59624297,2,2015-09-12,7
"256",449881.814872829,4627044.59624297,2,2015-09-13,7
"257",449881.814872829,4627044.59624297,2,2015-09-14,7
"258",449881.814872829,4627044.59624297,2,2015-09-15,7
"259",449881.814872829,4627044.59624297,2,2015-09-16,7
"265",449890.345187607,4627021.67910601,2,2015-09-22,7
"266",449907.832121566,4627011.9730697,2,2015-09-23,7
"2671",449925.319055525,4627002.2670334,2,2015-09-24,7
"268",449940.4942195,4626989.23958552,2,2015-09-25,7
"269",449955.669383475,4626976.21213764,2,2015-09-26,7
"24",449952.569989497,4625014.79877341,2,2015-01-24,8
"25",449952.569989497,4625014.79877341,2,2015-01-25,8
"1691",449678.585201479,4624942.97996757,2,2015-06-18,8
"228",449739.211057087,4624871.97759331,2,2015-08-16,8
"11",446509.363256874,4630713.71152746,2,2015-01-11,10
"97",446498.672748516,4630439.50812593,2,2015-04-07,10
"276",446497.844059219,4630688.1791833,2,2015-10-03,10
"277",446497.844059219,4630688.1791833,2,2015-10-04,10
"6",447970,4624966,2,2015-01-06,11
"38",447970,4624966,2,2015-02-07,11
"62",447970,4624966,2,2015-03-03,11
"63",447970,4624966,2,2015-03-04,11
"166",447970,4624966,2,2015-06-15,11
"167",447970,4624966,2,2015-06-16,11
"346",447970,4624966,2,2015-12-12,11
"347",447970,4624966,2,2015-12-13,11
"32",449179.975165664,4628602.30303363,2,2015-02-01,12
"33",449199.057949791,4628608.29029927,2,2015-02-02,12
"34",449218.140733919,4628614.27756492,2,2015-02-03,12
"35",449218.140733919,4628614.27756492,2,2015-02-04,12
